value,transcription,alt_transcription,IPA,Comment
p,Phonemic,NA,p,
s,Phonemic,NA,s,
o,Phonemic,NA,o,
x,Phonemic,NA,ç,https://www.diu.edu/documents/gialens/Vol9-2/Parker-Mashco-Piro-phonology.pdf identified as a voiceless palatal central fricative x̯ corresponding to ç. also mentions that its shared with Yine which uses ç https://en.wikipedia.org/wiki/Yine_language
i,Phonemic,NA,i,
y,Phonemic,NA,j,
a,Phonemic,NA,a,
n,Phonemic,NA,n,
t,Phonemic,NA,t,
m,Phonemic,NA,m,
r,Phonemic,NA,ɾ,ř voiced alveolar flap https://www.diu.edu/documents/gialens/Vol9-2/Parker-Mashco-Piro-phonology.pdfr 
ľ,Phonemic,NA,l,cant find anything in either mascho or yine for a different kind of l
h,Phonemic,NA,h,
c̷,Phonemic,NA,ts,symbol has been used by author to represent this segment in other languages eg cavineña araona canela bella coola cashibo
e,Phonemic,NA,e,
ɨ,Phonemic,NA,ɯ,in https://www.diu.edu/documents/gialens/Vol9-2/Parker-Mashco-Piro-phonology.pdf it corresponds to americanist ï back high unround i.e.,
w,Phonemic,NA,w,
š,Phonemic,NA,ʃ,
k,Phonemic,NA,k,
ʸ,Phonemic,NA,ʸ,
č,Phonemic,NA,tʃ,
u,Phonemic,NA,u,
l,Phonemic,NA,l,
