,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy,language_name
0,0.5658921931864416,0.8330518018018018,0.7805461711711712,0.684931506849315,0.6756756756756757,0.8854166666666666,Czech
1,0.4431248544605874,0.8003941441441442,0.7470439189189189,0.6138613861386139,0.8378378378378378,0.65625,Czech
2,0.6685871298904201,0.9127252252252251,0.8117961711711712,0.746268656716418,0.6756756756756757,0.9479166666666666,Czech
3,0.5571040077837317,0.8848536036036035,0.8043355855855856,0.6888888888888889,0.8378378378378378,0.7708333333333334,Czech
4,0.6256468690559207,0.9135698198198199,0.8417792792792793,0.7333333333333333,0.8918918918918919,0.7916666666666666,Czech
5,0.5401602785001764,0.7989864864864865,0.7390202702702703,0.6349206349206349,0.5405405405405406,0.9375,Czech
6,0.6533900785373885,0.8856981981981982,0.8148930180180181,0.7428571428571429,0.7027027027027027,0.9270833333333334,Czech
7,0.5591614245528838,0.8556786703601107,0.7894736842105263,0.6913580246913581,0.7368421052631579,0.8421052631578947,Czech
8,0.5505975343427462,0.8506925207756232,0.7973684210526315,0.6888888888888889,0.8157894736842105,0.7789473684210526,Czech
9,0.46651762166385724,0.7988620199146516,0.7176386913229018,0.5970149253731343,0.5405405405405406,0.8947368421052632,Czech
