,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy,language_name
0,0.4687227502223639,0.7452651515151516,0.7206439393939394,0.6206896551724138,0.5625,0.8787878787878788,Yavitero
1,0.6287878787878788,0.8607954545454546,0.8143939393939394,0.75,0.75,0.8787878787878788,Yavitero
2,0.38734148042766225,0.75,0.6903409090909092,0.5806451612903225,0.5625,0.8181818181818182,Yavitero
3,0.5229577884350213,0.803030303030303,0.7518939393939394,0.6666666666666666,0.625,0.8787878787878788,Yavitero
4,0.4718142596956708,0.78515625,0.75,0.6666666666666667,0.8125,0.6875,Yavitero
5,0.4375,0.7763671875,0.71875,0.625,0.625,0.8125,Yavitero
6,0.5477225575051662,0.80859375,0.78125,0.7058823529411765,0.75,0.8125,Yavitero
7,0.5078333750770082,0.7470703125,0.71875,0.6153846153846154,0.5,0.9375,Yavitero
8,0.45643546458763845,0.794921875,0.734375,0.6470588235294118,0.6875,0.78125,Yavitero
9,0.1232082207267395,0.533203125,0.5625,0.42424242424242425,0.4375,0.6875,Yavitero
