,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy,language_name
0,0.34776603183064886,0.7442528735632185,0.6795977011494253,0.5490196078431373,0.5833333333333334,0.7758620689655172,Aguaruna
1,0.5275722467617758,0.7647270114942528,0.7241379310344828,0.6153846153846154,0.5,0.9482758620689655,Aguaruna
2,0.6780789199435613,0.9042397660818713,0.8585526315789473,0.7777777777777777,0.875,0.8421052631578947,Aguaruna
3,0.5277253157562504,0.8026315789473684,0.7883771929824561,0.6774193548387096,0.875,0.7017543859649122,Aguaruna
4,0.4225483531904401,0.772295321637427,0.7160087719298245,0.6,0.625,0.8070175438596491,Aguaruna
5,0.5264271750422712,0.8669590643274854,0.7817982456140351,0.6785714285714286,0.7916666666666666,0.7719298245614035,Aguaruna
6,0.6109126661923827,0.7953216374269007,0.7291666666666666,0.6285714285714286,0.4583333333333333,1.0,Aguaruna
7,0.5155565895533398,0.8230994152046783,0.7510964912280702,0.6521739130434783,0.625,0.8771929824561403,Aguaruna
8,0.5415533908932433,0.8157894736842105,0.7598684210526316,0.6666666666666666,0.625,0.8947368421052632,Aguaruna
9,0.44063497186888106,0.8135964912280702,0.7412280701754386,0.625,0.8333333333333334,0.6491228070175439,Aguaruna
