,Matthews,AUC,Accuracy,F1,ActionAccuracy,ThingAccuracy,language_name
0,0.17050733584879865,0.5813708999158956,0.5969301934398654,0.4390243902439024,0.6206896551724138,0.573170731707317,Budukh
1,0.2197360810580271,0.575273338940286,0.5941968040370059,0.375,0.3103448275862069,0.8780487804878049,Budukh
2,0.3150565520686274,0.7090534979423868,0.6660493827160494,0.5151515151515152,0.5666666666666667,0.7654320987654321,Budukh
3,0.40617283950617283,0.7699588477366255,0.7030864197530864,0.5666666666666667,0.5666666666666667,0.8395061728395061,Budukh
4,0.36963551436822917,0.7407407407407408,0.7061728395061728,0.5641025641025641,0.7333333333333333,0.6790123456790124,Budukh
5,0.2717216359848385,0.6676954732510288,0.6432098765432099,0.4848484848484848,0.5333333333333333,0.7530864197530864,Budukh
6,0.5592017102142596,0.7728395061728395,0.7419753086419754,0.64,0.5333333333333333,0.9506172839506173,Budukh
7,0.32097404349438213,0.6526748971193416,0.6487654320987655,0.4814814814814815,0.43333333333333335,0.8641975308641975,Budukh
8,0.5861252890756748,0.791358024691358,0.7376543209876543,0.6382978723404256,0.5,0.9753086419753086,Budukh
9,0.3131151173365228,0.6943380161770967,0.659855257556407,0.5000000000000001,0.5172413793103449,0.8024691358024691,Budukh
