value,transcription,alt_transcription,IPA,Comment
j,Phonemic,NA,j,
u,Phonemic,NA,u,
t,Phonemic,NA,t,
2,Phonemic,NA,˨˩,tone 2 is low tone assessed through www.thai-language.com/dict/search
s,Phonemic,NA,s,
e,Phonemic,NA,e,
a,Phonemic,NA,a,
m,Phonemic,NA,m,
5,Phonemic,NA,˩˦,tone 5 is rising 
r,Phonemic,NA,r,
ch,Phonemic,NA,tɕ,added ch so it doesnt get translated to tɕh
c,Phonemic,NA,tɕ,c is the RTGS of ch
o,Phonemic,NA,o,
p,Phonemic,NA,p,
i,Phonemic,NA,i,
n,Phonemic,NA,n,
3,Phonemic,NA,˥˩,tone 3 is falling
h,Phonemic,NA,h,
1,Phonemic,NA,˧,tone 1 is mid
ʔ,Phonemic,NA,ʔ,
ə,Phonemic,NA,ə,
:,Phonemic,NA,ː,
4,Phonemic,NA,˦˥,tone 4 is high
ŋ,Phonemic,NA,ŋ,
w,Phonemic,NA,w,
l,Phonemic,NA,l,
k,Phonemic,NA,k,
ɨ,Phonemic,NA,ɨ,
b,Phonemic,NA,b,
ɔ,Phonemic,NA,ɔ,
ɛ,Phonemic,NA,ɛ,
d,Phonemic,NA,d,
f,Phonemic,NA,f,
F,Phonemic,NA,f,
ǟ,Phonemic,NA,aeː,https://en.wikipedia.org/wiki/Help:IPA/Thai
N,Phonemic,NA,n,
ɨ̄,Phonemic,NA,ɨː,
P,Phonemic,NA,p,
B,Phonemic,NA,b,
J,Phonemic,NA,j,
K,Phonemic,NA,k,
R,Phonemic,NA,r,
ǖ,Phonemic,NA,ɯː,https://en.wikipedia.org/wiki/Help:IPA/Thai
ß,Phonemic,NA,b,
ə̂,Phonemic,NA,ə̂ː,
